"   ","SEG_NO","OWNER_NUM","BILL_NUM","BILL_DATE","CUSTOM_NUM","CUSTOMER_ID","STOCK","ITEM_NUM","BILLSTATE","FETCH_PERSON","FETCH_PERSON_ID_CARD","DEPT_ID","DOWNLOADFLAG","DEPTID","RESOURCE_NUM","CONTRACT_ITEM_NUM","FILIALE_CODE","EXTSYSID","EXTSYSSTACKID","PLAN_COUNT","ACT_COUNT","VALID_START_DATE","VALID_END_DATE","SPECIAL_REQUEST","CONSIGNEE_NAME","CONSIGNEE_ADDR","CONSIGNEE_RESPNDER","CONSIGNEE_TELE","INSERT_TIME","OPTFLAG","EBS_BILL_BATCH_ID","OUT_SETTLE_TYPE","HOSING_PRICE"
"14","00001","BX","DC111100794","2011/11/7","C04965||","C04965","P00086","X111100108","40","","","01","0","0101","","TI15111100522","BX","BX","P00086","0.000000","0.000000","2011/11/7 17:18:11","2011/11/7 17:18:11","","","","","","2011/11/7 17:40:46","0","","客户承担",""
"15","00001","BX","DC111100795","2011/11/7","C04965||","C04965","P00086","X111100106","40","","","01","0","0101","","TI15111100525","BX","BX","P00086","0.000000","0.000000","2011/11/7 17:18:12","2011/11/7 17:18:12","","","","","","2011/11/7 17:40:46","0","","客户承担",""
"16","00001","BX","DC111100796","2011/11/7","C04965||","C04965","P00086","X111100105","40","","","01","0","0101","","TI15111100519","BX","BX","P00086","0.000000","0.000000","2011/11/7 17:18:13","2011/11/7 17:18:13","","","","","","2011/11/7 17:40:46","0","","客户承担",""
"17","00001","BX","DC111100797","2011/11/7","C04965||","C04965","P00086","X111100105","40","","","01","0","0101","","TI15111100519","BX","BX","P00086","0.000000","0.000000","2011/11/7 17:18:14","2011/11/7 17:18:14","","","","","","2011/11/7 17:40:46","0","","客户承担",""
"18","00001","BX","DC111100798","2011/11/7","C04965||","C04965","P00086","X111100106","40","","","01","0","0101","","TI15111100506","BX","BX","P00086","0.000000","0.000000","2011/11/7 17:18:15","2011/11/7 17:18:15","","","","","","2011/11/7 17:40:46","0","","客户承担",""
"19","00001","BX","DC111100799","2011/11/7","C04965||","C04965","P00086","X111100106","40","","","01","0","0101","","TI15111100507","BX","BX","P00086","0.000000","0.000000","2011/11/7 17:18:16","2011/11/7 17:18:16","","","","","","2011/11/7 17:40:46","0","","客户承担",""
"20","00001","BX","DC111100800","2011/11/7","C04965||","C04965","P00086","X111100106","40","","","01","0","0101","","TI15111100507","BX","BX","P00086","0.000000","0.000000","2011/11/7 17:28:11","2011/11/7 17:28:11","","","","","","2011/11/7 17:40:46","0","","客户承担",""
"21","00001","BX","DC111100801","2011/11/7","C04965||","C04965","P00086","X111100106","40","","","01","0","0101","","TI15111100507","BX","BX","P00086","0.000000","0.000000","2011/11/7 17:28:12","2011/11/7 17:28:12","","","","","","2011/11/7 17:40:46","0","","客户承担",""
"22","00001","BX","DC111100802","2011/11/7","C04965||","C04965","P00086","X111100106","40","","","01","0","0101","","TI15111100507","BX","BX","P00086","0.000000","0.000000","2011/11/7 17:28:13","2011/11/7 17:28:13","","","","","","2011/11/7 17:40:46","0","","客户承担",""
"23","00001","BX","DC111100900","2011/11/8","C04965||","C04965","P00086","X111100105","40","","","01","0","0101","","TI15111100523","BX","BX","P00086","0.000000","0.000000","2011/11/8 16:40:06","2011/11/8 16:40:06","","","","","","2011/11/8 16:40:49","0","","客户承担",""
"24","00001","BX","DC111100902","2011/11/8","C04965||","C04965","P00086","X111100106","40","","","01","0","0101","","TI15111100506","BX","BX","P00086","0.000000","0.000000","2011/11/8 16:40:09","2011/11/8 16:40:09","","","","","","2011/11/8 16:40:49","0","","客户承担",""
"25","00001","BX","DC111100903","2011/11/8","C04965||","C04965","P00086","X111100106","40","","","01","0","0101","","TI15111100506","BX","BX","P00086","0.000000","0.000000","2011/11/8 16:40:09","2011/11/8 16:40:09","","","","","","2011/11/8 16:40:49","0","","客户承担",""
"26","00001","BX","DC111101205","2011/11/10","C04965||","C04965","P00086","X111100106","40","","","01","0","0101","","TI15111100505","BX","BX","P00086","0.000000","0.000000","2011/11/10 14:10:32","2011/11/10 14:10:32","","","","","","2011/11/10 14:40:53","0","","客户承担",""
